objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,plate,mjd,fiberid,class
1.24E+18,152.7750189,1.225430004,19.37248,18.47822,17.98285,17.79496,17.70057,756,301,6,247,3.04E+17,0.03307562,270,51909,526,GALAXY
1.24E+18,152.8682775,1.220617644,19.5888,17.97792,16.8938,16.41125,16.10653,756,301,6,247,5.65E+17,0.2163979,502,51957,131,GALAXY
1.24E+18,153.0112856,1.20758726,19.06962,17.87934,17.31523,17.01576,16.78754,756,301,6,248,5.65E+17,0.07161535,502,51957,97,GALAXY
1.24E+18,153.1052583,1.245808925,18.0308,17.00994,16.57986,16.35415,16.15881,756,301,6,249,5.65E+17,0.02145526,502,51957,98,GALAXY
1.24E+18,153.1717949,1.194109608,18.655,17.5582,17.15295,16.84026,16.68763,756,301,6,249,5.65E+17,0.1047369,502,51957,54,GALAXY
1.24E+18,153.2074924,1.109990129,18.76646,16.86317,15.8954,15.43303,15.11159,756,301,6,250,5.65E+17,0.09443381,502,51957,57,GALAXY
1.24E+18,153.3002399,1.247054305,18.0561,16.80105,16.12383,15.70936,15.44995,756,301,6,250,5.65E+17,0.10539,502,51957,58,GALAXY
1.24E+18,153.3277614,1.06815729,19.13091,17.72634,17.08864,16.71853,16.51603,756,301,6,250,5.65E+17,0.0871662,502,51957,44,GALAXY
1.24E+18,153.4285722,1.130847209,19.21488,17.08931,16.02613,15.53374,15.13645,756,301,6,251,5.65E+17,0.0949353,502,51957,56,GALAXY
1.24E+18,153.4556282,1.159870975,19.2383,17.62852,16.78405,16.35833,16.02605,756,301,6,251,5.65E+17,0.1063452,502,51957,59,GALAXY
1.24E+18,153.6906605,1.13283623,18.78711,17.84548,17.48812,17.33874,17.30429,756,301,6,253,3.05E+17,0.00127836,271,51883,321,STAR
1.24E+18,153.711653,1.083750142,17.50467,16.30947,16.5043,16.66092,16.75198,756,301,6,253,5.65E+17,0.000846444,502,51957,14,STAR
1.24E+18,153.6568818,1.157442441,19.32698,17.61569,16.86126,16.54842,16.30276,756,301,6,253,5.65E+17,0.1441024,502,51957,12,GALAXY
1.24E+18,153.6725532,1.11166574,18.97931,17.88347,17.51072,17.2095,17.12064,756,301,6,253,5.65E+17,0.04573302,502,51957,6,GALAXY
1.24E+18,153.7976438,1.143537139,19.25786,17.97831,17.24437,16.82677,16.57195,756,301,6,254,5.65E+17,0.1063788,502,51957,3,GALAXY
1.24E+18,153.8320532,1.061585039,19.55634,18.02719,17.18931,16.89634,16.71333,756,301,6,254,3.05E+17,0.2158133,271,51883,362,GALAXY
1.24E+18,153.8922174,1.093818309,18.57414,17.11098,16.25908,15.82328,15.48417,756,301,6,254,5.65E+17,0.1215596,502,51957,10,GALAXY
1.24E+18,153.9877204,1.15381845,17.07085,16.71699,16.6476,16.7711,16.59612,756,301,6,255,5.65E+17,0.7795105,502,51957,5,QSO
1.24E+18,154.0389456,1.191166592,17.61746,16.4122,15.98447,15.74757,15.56438,756,301,6,255,5.66E+17,0.02155589,503,51999,283,GALAXY
1.24E+18,154.0505802,1.199123741,19.23519,18.89,18.95003,19.07615,19.20297,756,301,6,255,5.65E+17,-0.00010862,502,51957,26,STAR
1.24E+18,154.1036319,1.168798943,18.04258,17.2086,16.90108,16.76781,16.72614,756,301,6,256,3.05E+17,0.000114428,271,51883,449,STAR
1.24E+18,154.2126192,1.074948421,17.83644,16.45153,15.75567,15.31426,15.02993,756,301,6,256,5.66E+17,0.07803778,503,51999,300,GALAXY
1.24E+18,154.2579488,1.101037656,17.74879,16.44325,15.82436,15.44415,15.19481,756,301,6,257,5.66E+17,0.07814045,503,51999,296,GALAXY
1.24E+18,154.266756,1.056123625,17.83175,16.67174,16.10953,15.74649,15.50305,756,301,6,257,3.05E+17,0.04510868,271,51883,448,GALAXY
1.24E+18,154.5210088,1.189890351,16.54127,16.31457,16.43586,16.56162,16.72665,756,301,6,258,4.31E+18,4.106183,3831,55543,634,QSO
1.24E+18,154.6057635,1.182180218,19.32207,17.56643,17.21467,16.92383,17.25393,756,301,6,259,5.66E+17,0.0216586,503,51999,248,GALAXY
1.24E+18,154.5535756,1.219595293,19.25907,17.39817,16.49279,16.09397,15.79501,756,301,6,259,5.66E+17,0.07836048,503,51999,260,GALAXY
1.24E+18,154.7994143,1.089689479,18.71557,18.6278,18.44508,18.53773,18.69283,756,301,6,260,5.66E+17,1.137209,503,51999,212,QSO
1.24E+18,154.8251937,1.142630959,18.58222,17.22177,16.64602,16.31461,16.10627,756,301,6,260,5.66E+17,0.07397179,503,51999,219,GALAXY
1.24E+18,154.8691925,1.062655942,19.55717,17.6852,16.67979,16.11066,15.64321,756,301,6,261,5.66E+17,0.06540167,503,51999,218,GALAXY
1.24E+18,154.9559722,1.243549204,18.26004,17.16284,16.72449,16.45731,16.32113,756,301,6,261,5.66E+17,0.03345598,503,51999,122,GALAXY
1.24E+18,155.0489806,1.155278277,19.41585,18.28268,17.78875,17.46537,17.32886,756,301,6,262,5.66E+17,0.07831281,503,51999,133,GALAXY
1.24E+18,155.0696708,1.204058619,17.27793,15.39798,14.49034,14.04542,13.73724,756,301,6,262,5.66E+17,0.06591275,503,51999,124,GALAXY
1.24E+18,155.1264549,1.126805117,19.20076,17.59107,16.75358,16.33034,15.9933,756,301,6,262,5.66E+17,0.06650477,503,51999,130,GALAXY
1.24E+18,155.1375551,1.198623665,19.25748,17.9559,17.27582,16.90972,16.65351,756,301,6,263,3.05E+17,0.07774104,271,51883,561,GALAXY
1.24E+18,155.2322152,1.236066224,18.59403,16.49031,15.55962,15.1101,14.78392,756,301,6,263,5.66E+17,0.07090618,503,51999,92,GALAXY
1.24E+18,155.3755049,1.073563392,19.24335,17.02086,16.01241,15.58003,15.24375,756,301,6,264,5.66E+17,0.1096763,503,51999,95,GALAXY
1.24E+18,148.1881008,0.751631419,17.95381,17.28597,17.12378,17.04028,16.88636,756,301,5,216,3.01E+17,0.02616739,267,51608,485,GALAXY
1.24E+18,148.3342814,0.697737547,15.59444,13.63157,12.68582,12.18435,11.80645,756,301,5,217,3.01E+17,0.01255482,267,51608,508,GALAXY
1.24E+18,148.3352416,0.720646675,18.46292,17.40333,16.94285,16.68523,16.48422,756,301,5,217,3.01E+17,0.02078303,267,51608,505,GALAXY
1.24E+18,148.3353613,0.628572864,19.20093,17.91525,17.30803,16.98795,16.90138,756,301,5,217,3.01E+17,0.01312433,267,51608,519,GALAXY
1.24E+18,148.4028637,0.755107944,19.54711,17.57291,16.61943,16.21256,15.88196,756,301,5,218,3.01E+17,0.09501842,267,51608,511,GALAXY
1.24E+18,148.4405091,0.786736988,19.16294,18.04123,17.57491,17.35756,17.14587,756,301,5,218,3.01E+17,0.02051127,267,51608,579,GALAXY
1.24E+18,148.5247354,0.650542107,17.33712,16.13785,15.68184,15.41801,15.32794,756,301,5,218,3.01E+17,0.03454532,267,51608,541,GALAXY
1.24E+18,148.5404836,0.768493983,19.42435,18.12721,17.55593,17.15972,16.96816,756,301,5,218,3.01E+17,0.09006838,267,51608,615,GALAXY
1.24E+18,148.6007822,0.823710171,17.52899,15.6049,14.7109,14.2846,13.96229,756,301,5,219,5.63E+17,0.04751074,500,51994,289,GALAXY
1.24E+18,148.6493822,0.826958806,17.9833,17.04811,16.76991,16.65887,16.62674,756,301,5,219,3.02E+17,0.000110189,268,51633,335,STAR
1.24E+18,148.5516644,0.805309711,18.61817,17.25068,16.5754,16.19111,15.89713,756,301,5,219,3.01E+17,0.02883614,267,51608,574,GALAXY
1.24E+18,148.5589442,0.638309308,16.55021,15.30996,14.74529,14.43452,14.21344,756,301,5,219,3.01E+17,0.03467124,267,51608,548,GALAXY
1.24E+18,148.6429515,0.691820125,19.35935,18.31045,17.89483,17.64176,17.52753,756,301,5,219,3.01E+17,0.03460572,267,51608,550,GALAXY
1.24E+18,148.6448254,0.632300112,19.17721,17.93795,17.48168,17.27304,17.10213,756,301,5,219,5.63E+17,0.03640864,500,51994,284,GALAXY
1.24E+18,148.8051982,0.825901832,18.05606,17.08389,16.75074,16.62018,16.57691,756,301,5,220,3.02E+17,0.00071968,268,51633,338,STAR
1.24E+18,148.8141082,0.772830318,18.29912,18.50164,18.92591,19.27672,19.58569,756,301,5,220,4.31E+18,5.93E-05,3828,55539,682,STAR
1.24E+18,148.7153292,0.802445998,19.53848,19.65993,19.98834,20.26334,20.4243,756,301,5,220,5.42E+17,-5.66E-05,481,51908,50,STAR
1.24E+18,148.758102,0.716500374,18.63082,17.26382,16.59428,16.22408,15.98382,756,301,5,220,3.01E+17,0.06175778,267,51608,585,GALAXY
1.24E+18,148.7619302,0.757507053,18.09283,17.03771,16.64438,16.38438,16.2272,756,301,5,220,3.01E+17,0.04713756,267,51608,611,GALAXY
1.24E+18,148.8991817,0.700350205,18.19183,17.53572,17.44424,17.31724,17.25023,756,301,5,221,3.01E+17,0.03461061,267,51608,586,GALAXY
1.24E+18,148.9274138,0.780846823,17.0157,16.04754,15.79731,15.70132,15.68069,756,301,5,221,3.21E+18,0.000478278,2852,54468,332,STAR
1.24E+18,148.9562817,0.760398684,18.16291,16.69053,16.17561,16.01199,15.93193,756,301,5,221,3.21E+18,5.25E-05,2852,54468,333,STAR
1.24E+18,148.9657725,0.677384934,17.39772,15.95918,15.4167,15.21453,15.11234,756,301,5,221,3.21E+18,8.84E-05,2852,54468,334,STAR
1.24E+18,148.8600222,0.748604768,19.59615,18.29237,17.55993,17.17602,16.89421,756,301,5,221,3.01E+17,0.08944283,267,51608,590,GALAXY
1.24E+18,148.8833358,0.685764882,18.93802,18.53383,17.91109,17.45269,17.21952,756,301,5,221,3.01E+17,0.1631241,267,51608,593,QSO
1.24E+18,148.9174658,0.811718136,19.37101,19.27487,18.69215,18.29162,18.00461,756,301,5,221,3.01E+17,2.017165,267,51608,617,QSO
1.24E+18,148.9468976,0.773149143,18.65893,17.80001,17.54182,17.22646,17.1242,756,301,5,221,5.63E+17,0.06402612,500,51994,250,GALAXY
1.24E+18,148.9617132,0.687285905,19.54331,17.86385,16.96855,16.5235,16.16925,756,301,5,221,3.01E+17,0.09527842,267,51608,628,GALAXY
1.24E+18,149.0636988,0.675025447,18.33908,17.44444,17.14929,17.03474,17.00888,756,301,5,222,3.21E+18,0.000366317,2852,54468,323,STAR
1.24E+18,149.1167275,0.706751048,17.70768,15.50936,14.6052,14.30213,14.14164,756,301,5,222,3.21E+18,2.45E-05,2852,54468,321,STAR
1.24E+18,149.1216458,0.708909829,18.95498,17.26933,16.35187,15.88306,15.64096,756,301,5,222,3.02E+17,0.09600016,268,51633,390,GALAXY
1.24E+18,149.0050134,0.664999281,18.79076,17.34437,16.49598,16.04986,15.73168,756,301,5,222,3.01E+17,0.1257513,267,51608,629,GALAXY
1.24E+18,149.0082858,0.770012367,17.6886,16.50517,16.05798,15.75695,15.55417,756,301,5,222,3.02E+17,0.03412346,268,51633,382,GALAXY
1.24E+18,149.0568338,0.753894505,18.8538,17.71389,17.28673,17.04029,16.81953,756,301,5,222,3.02E+17,0.03463108,268,51633,384,GALAXY
1.24E+18,149.1396402,0.750870929,17.88054,16.88892,16.56062,16.38626,16.22593,756,301,5,222,3.02E+17,0.04617104,268,51633,385,GALAXY
1.24E+18,149.1804769,0.820702081,16.63152,15.50548,15.0244,14.81238,14.72232,756,301,5,223,3.21E+18,0.000492613,2852,54468,325,STAR
1.24E+18,149.1845106,0.704580651,17.66669,16.71505,16.46751,16.36071,16.35165,756,301,5,223,3.21E+18,0.000410069,2852,54468,337,STAR
1.24E+18,149.2280903,0.837840908,19.40387,18.14967,17.26823,16.77757,16.49743,756,301,5,223,3.02E+17,0.1735455,268,51633,409,GALAXY
1.24E+18,149.2551417,0.809838706,18.74207,17.23751,16.58239,16.29094,16.1528,756,301,5,223,3.55E+18,2.36E-05,3154,54821,246,STAR
1.24E+18,149.2572742,0.660394565,17.98458,16.41525,15.86572,15.67606,15.59758,756,301,5,223,3.21E+18,0.000181795,2852,54468,376,STAR
1.24E+18,149.1761828,0.757003835,18.96889,17.67877,16.96826,16.53816,16.2743,756,301,5,223,3.02E+17,0.1255851,268,51633,422,GALAXY
1.24E+18,149.1945912,0.816589384,19.26503,17.74197,17.02809,16.65569,16.3585,756,301,5,223,3.02E+17,0.06260738,268,51633,413,GALAXY
1.24E+18,149.2247377,0.769960083,19.5382,18.46566,17.67411,17.24464,17.0125,756,301,5,223,3.02E+17,0.2061687,268,51633,381,GALAXY
1.24E+18,149.2900146,0.668758403,19.38072,17.80252,17.039,16.58527,16.26962,756,301,5,223,3.02E+17,0.06538612,268,51633,429,GALAXY
1.24E+18,149.3198704,0.71142441,16.76412,15.72008,15.37272,15.24163,15.19782,756,301,5,224,3.21E+18,3.32E-05,2852,54468,370,STAR
1.24E+18,149.3385674,0.706424029,18.15686,17.00044,16.46637,15.97107,15.83574,756,301,5,224,3.02E+17,0.08737121,268,51633,433,GALAXY
1.24E+18,149.3487059,0.686087967,16.48601,15.38875,15.2644,15.25336,15.28746,756,301,5,224,3.21E+18,8.20E-05,2852,54468,372,STAR
1.24E+18,149.3544841,0.697710344,17.43301,17.60954,18.05955,18.36194,18.59813,756,301,5,224,4.31E+18,0.000175948,3828,55539,854,STAR
1.24E+18,149.354678,0.730926992,17.36781,16.2736,15.30799,14.9133,14.79391,756,301,5,224,3.02E+17,0.08695569,268,51633,461,GALAXY
1.24E+18,171.6521169,-0.545264928,19.04202,18.13814,17.88887,17.80221,17.74578,756,301,2,373,3.64E+18,2.65E-05,3233,54891,430,STAR
1.24E+18,171.7741659,-0.476422237,18.61988,17.42074,16.93513,16.55151,16.61857,756,301,2,374,3.64E+18,0.000460247,3233,54891,472,STAR
1.24E+18,171.8316201,-0.547968423,19.30915,18.24684,17.84528,17.66633,17.61505,756,301,2,374,3.64E+18,0.000254988,3233,54891,464,STAR
1.24E+18,171.951129,-0.483295411,18.53821,18.22647,18.42684,18.14244,17.46681,756,301,2,375,4.32E+18,4.49E-06,3840,55574,490,STAR
1.24E+18,171.9780498,-0.46663328,17.04426,16.14772,15.89527,15.81448,15.81775,756,301,2,375,4.32E+18,0.000181641,3839,55575,74,STAR
1.24E+18,171.9805445,-0.472521775,18.96725,17.82251,17.33524,17.02095,16.8532,756,301,2,375,3.16E+17,0.0621128,281,51614,168,GALAXY
1.24E+18,172.0177962,-0.511592486,19.3131,19.09058,18.81792,18.72753,18.7201,756,301,2,375,3.16E+17,1.040195,281,51614,144,QSO
1.24E+18,171.9601847,-0.451113093,19.41632,18.65988,18.52283,18.17615,18.13911,756,301,2,375,3.16E+17,0.0624137,281,51614,165,GALAXY
1.24E+18,171.9634528,-0.470131274,17.55079,16.20182,15.49748,15.04686,14.73689,756,301,2,375,3.16E+17,0.06149595,281,51614,167,GALAXY
1.24E+18,172.0453863,-0.492865768,18.95048,17.83401,17.29286,16.95905,16.74847,756,301,2,375,3.16E+17,0.1048234,281,51614,141,GALAXY
1.24E+18,172.335125,-0.60365774,17.37433,15.97858,15.40469,15.15443,15.02839,756,301,2,377,3.64E+18,0.000490507,3233,54891,511,STAR
1.24E+18,172.2524837,-0.464674442,19.49658,18.14703,17.50024,17.15014,16.88142,756,301,2,377,3.16E+17,0.1040979,281,51614,108,GALAXY
1.24E+18,172.4792901,-0.535247013,18.94988,17.99244,17.69899,17.55942,17.5528,756,301,2,378,3.64E+18,0.000731027,3233,54891,505,STAR
1.24E+18,172.4941403,-0.620401728,18.78797,17.6663,17.2464,17.08485,17.02187,756,301,2,378,3.64E+18,0.000189256,3233,54891,513,STAR
1.24E+18,172.5137576,-0.424827849,19.38965,17.57231,16.58498,16.14404,15.75292,756,301,2,379,3.18E+17,0.1044627,282,51658,303,GALAXY
1.24E+18,172.5296109,-0.521228031,19.56516,17.62949,16.68799,16.29173,15.91588,756,301,2,379,3.16E+17,0.07551581,281,51614,65,GALAXY
1.24E+18,172.653855,-0.542991321,16.55078,15.41067,14.94006,14.75438,14.67158,756,301,2,380,3.22E+18,-2.00E-05,2862,54471,301,STAR
1.24E+18,172.6936519,-0.625296719,19.38104,18.31248,17.73633,17.59461,17.40401,756,301,2,380,3.22E+18,0,2862,54471,145,GALAXY
1.24E+18,172.7263253,-0.56901002,18.78219,17.56627,16.99541,16.79009,16.63983,756,301,2,380,3.24E+18,0.000495627,2877,54523,302,STAR
1.24E+18,172.7610983,-0.422412786,18.45758,17.29462,16.85997,16.66539,16.57882,756,301,2,380,3.22E+18,-3.93E-05,2862,54471,314,STAR
1.24E+18,172.6657512,-0.434284413,19.3715,18.3191,18.01028,17.88939,17.84233,756,301,2,380,3.64E+18,0.000851361,3233,54891,541,STAR
1.24E+18,172.7476813,-0.506174421,19.51414,17.39306,16.44485,16.06323,15.81234,756,301,2,380,3.64E+18,0.000143891,3233,54891,550,STAR
1.24E+18,172.8260049,-0.484303117,18.8189,17.89273,17.54372,17.41363,17.31821,756,301,2,381,3.64E+18,0.000152154,3233,54891,555,STAR
1.24E+18,172.8777433,-0.547666626,18.31982,17.36315,17.05186,16.94689,16.91356,756,301,2,381,3.22E+18,4.43E-05,2862,54471,317,STAR
1.24E+18,172.8879171,-0.57425842,18.86023,17.86057,17.53515,17.44031,17.38173,756,301,2,381,3.18E+17,0.000328752,282,51658,267,STAR
1.24E+18,172.9432355,-0.456729204,17.76132,16.24305,15.64319,15.44552,15.34653,756,301,2,381,3.22E+18,-4.86E-05,2862,54471,303,STAR
1.24E+18,172.7987846,-0.55458736,19.52828,19.46375,19.28571,19.19339,19.23166,756,301,2,381,3.64E+18,1.476645,3233,54891,543,QSO
1.24E+18,172.9564068,-0.505730566,18.09945,16.87934,16.39645,16.2097,16.13519,756,301,2,382,3.22E+18,0.000102659,2862,54471,315,STAR
1.24E+18,173.069949,-0.505587553,18.11548,17.11484,16.80184,16.68734,16.63647,756,301,2,382,3.24E+18,0.000158686,2877,54523,269,STAR
1.24E+18,173.0872913,-0.603240345,17.14389,15.70507,15.14758,14.94102,14.84542,756,301,2,382,3.22E+18,-6.81E-05,2862,54471,291,STAR
1.24E+18,172.9991127,-0.598651613,18.57968,16.78172,15.81823,15.31559,14.8885,756,301,2,382,3.16E+17,0.07556868,281,51614,12,GALAXY
1.24E+18,173.0800199,-0.624728652,19.52826,18.10853,17.59705,17.3893,17.29384,756,301,2,382,3.22E+18,0.000420071,2862,54471,296,STAR
1.24E+18,173.0981849,-0.44391041,18.56321,17.06094,16.54046,16.38278,16.31502,756,301,2,383,3.22E+18,0.000181345,2862,54471,264,STAR
1.24E+18,173.1050209,-0.491103626,19.05254,19.02177,18.93165,18.81384,18.62225,756,301,2,383,3.16E+17,2.015256,281,51614,24,QSO
1.24E+18,173.1192718,-0.576716977,18.95403,16.76134,15.87748,15.59498,15.46106,756,301,2,383,3.64E+18,-5.42E-05,3233,54891,592,STAR
1.24E+18,173.2430639,-0.429266556,18.25786,17.26303,16.86523,16.68663,16.64486,756,301,2,383,3.16E+17,0.000320813,281,51614,36,STAR
1.24E+18,173.2444189,-0.463020273,16.55837,15.568,15.24423,15.10714,15.11522,756,301,2,383,3.22E+18,0.000132504,2862,54471,266,STAR
1.24E+18,173.1086894,-0.516590088,19.43694,18.03432,17.45634,17.27229,17.15916,756,301,2,383,3.64E+18,0.000291401,3233,54891,587,STAR
1.24E+18,173.1442852,-0.596544248,19.37631,19.42547,19.45366,19.28736,19.17858,756,301,2,383,3.18E+17,1.934764,282,51658,266,QSO
1.24E+18,173.1605322,-0.548729973,19.29889,17.96902,17.27344,16.8995,16.63824,756,301,2,383,3.16E+17,0.1053436,281,51614,28,GALAXY
1.24E+18,173.2593717,-0.502529818,18.85049,17.84582,17.47629,17.33846,17.34741,756,301,2,384,3.64E+18,-3.12E-05,3233,54891,621,STAR
1.24E+18,173.2628251,-0.587077371,18.14501,16.79992,16.30426,16.14146,16.10781,756,301,2,384,3.22E+18,0.000213911,2862,54471,267,STAR
1.24E+18,173.2799551,-0.432990009,16.65928,15.12397,14.49263,14.26027,14.17529,756,301,2,384,3.22E+18,-0.000114389,2862,54471,237,STAR
1.24E+18,173.3412192,-0.572561976,18.53921,17.19631,16.64381,16.41402,16.33263,756,301,2,384,3.22E+18,-1.98E-05,2862,54471,235,STAR
1.24E+18,173.2994619,-0.464667568,19.15216,17.80508,16.98887,16.51725,16.17854,756,301,2,384,3.18E+17,0.1048721,282,51658,239,GALAXY
1.24E+18,173.4068423,-0.589774901,19.17735,17.77072,17.18398,16.93232,16.79774,756,301,2,385,3.24E+18,0.000366483,2877,54523,226,STAR
1.24E+18,173.4288968,-0.542158505,18.15841,16.75034,16.20486,16.00669,15.92221,756,301,2,385,3.24E+18,-8.19E-05,2877,54523,230,STAR
1.24E+18,173.4537264,-0.495152023,17.7165,16.23134,15.68185,15.48992,15.4255,756,301,2,385,3.22E+18,-0.000105127,2862,54471,226,STAR
1.24E+18,173.4738329,-0.472154664,16.58746,15.08659,14.54309,14.36515,14.31197,756,301,2,385,3.22E+18,-2.14E-05,2862,54471,239,STAR
1.24E+18,173.5038063,-0.499132957,19.37991,17.9173,17.38715,17.18975,17.09836,756,301,2,385,3.22E+18,-6.96E-05,2862,54471,224,STAR
1.24E+18,218.3472408,0.008900821,19.4649,17.73534,16.91997,16.51383,16.2499,752,301,4,500,3.46E+17,4.192597,307,51663,352,QSO
1.24E+18,218.5030596,0.130963986,16.94285,15.9874,15.68572,15.57937,15.56211,752,301,4,501,3.45E+17,-0.00025025,306,51637,589,STAR
1.24E+18,218.5649295,0.020359805,18.8378,17.69829,17.11117,16.76581,16.57562,752,301,4,501,3.45E+17,0.1363901,306,51637,160,GALAXY
1.24E+18,218.5826527,0.192217485,19.31183,18.15873,17.62128,17.3645,17.20891,752,301,4,501,3.45E+17,0.1172838,306,51637,588,GALAXY
1.24E+18,218.5930574,0.105714243,19.18036,17.93069,17.28332,16.88895,16.66417,752,301,4,501,3.45E+17,0.1369061,306,51637,585,GALAXY
1.24E+18,218.649082,0.075525743,18.63043,17.52052,17.03835,16.77309,16.59137,752,301,4,502,3.45E+17,0.0266113,306,51637,593,GALAXY
1.24E+18,218.7096366,0.087613249,18.79627,16.98124,16.09306,15.6903,15.3865,752,301,4,502,3.45E+17,0.05632764,306,51637,594,GALAXY
1.24E+18,218.9169889,0.204938958,17.75966,15.98083,15.23267,14.88182,14.63313,752,301,4,503,3.45E+17,0.02922576,306,51637,637,GALAXY
1.24E+18,218.9195352,0.098303481,18.90235,17.70928,17.2495,16.94463,16.8672,752,301,4,503,3.46E+17,0.05680836,307,51663,393,GALAXY
1.24E+18,219.2074566,0.051737408,18.60918,17.73706,17.42037,17.32614,17.27648,752,301,4,505,4.53E+18,-0.000291227,4025,55350,856,STAR
1.24E+18,219.2292576,0.210589596,19.03954,17.83057,17.30989,17.13742,17.05074,752,301,4,505,3.45E+17,-0.000156842,306,51637,621,STAR
1.24E+18,219.1609468,0.117398135,18.30758,17.02949,16.52495,16.28264,16.18938,752,301,4,505,3.46E+17,0.02986431,307,51663,434,GALAXY
1.24E+18,219.2671595,0.118088667,17.83821,17.88228,17.77022,17.27912,17.38064,752,301,4,506,3.45E+17,0.1402052,306,51637,634,QSO
1.24E+18,219.3534654,0.131393366,19.54695,18.04151,17.13618,16.65483,16.3176,752,301,4,506,3.45E+17,0.1496103,306,51637,639,GALAXY
1.24E+18,219.3740264,0.190036844,18.09245,18.0581,18.41374,18.71088,19.05369,752,301,4,506,3.46E+17,-0.00016845,307,51663,429,STAR
1.24E+18,219.3185859,0.177316189,18.92338,17.06746,16.09535,15.6812,15.3246,752,301,4,506,3.45E+17,0.1054146,306,51637,631,GALAXY
1.24E+18,219.4381303,0.078807427,18.55158,18.06701,17.71304,17.45621,17.34072,752,301,4,507,3.46E+17,0.2106875,307,51663,476,GALAXY
1.24E+18,219.4069094,0.076222809,18.94596,17.39197,16.64268,16.25738,15.9504,752,301,4,507,3.46E+17,0.08195259,307,51663,471,GALAXY
1.24E+18,219.882875,0.08119866,18.10542,17.9805,17.83475,17.77009,17.77855,752,301,4,510,4.53E+18,1.404561,4022,55352,530,QSO
1.24E+18,219.9057338,0.123066984,18.3665,16.70558,15.89135,15.42462,15.1329,752,301,4,510,3.46E+17,0.05148544,307,51663,498,GALAXY
1.24E+18,219.9277471,0.056129164,18.99467,17.96449,17.70204,17.49004,17.55387,752,301,4,510,3.46E+17,0.005732589,307,51663,515,GALAXY
1.24E+18,220.0636545,0.206730429,17.70104,16.64176,16.21594,16.05544,15.93469,752,301,4,511,3.46E+17,0.006228141,307,51663,553,GALAXY
1.24E+18,220.068631,0.182589117,19.1878,17.7901,17.07491,16.68841,16.43229,752,301,4,511,3.46E+17,0.08549866,307,51663,557,GALAXY
1.24E+18,220.1689249,0.135081345,16.43312,15.27207,15.07461,15.0395,15.06218,752,301,4,512,3.47E+17,-0.000338399,308,51662,343,STAR
1.24E+18,220.2121186,0.15024241,19.29089,19.00574,18.90908,18.78759,18.7279,752,301,4,512,3.47E+17,0.7092081,308,51662,348,QSO
1.24E+18,220.5433327,0.169603964,18.7183,17.7371,17.37153,17.22185,17.17502,752,301,4,514,3.47E+17,0.000261591,308,51662,359,STAR
1.24E+18,220.6111873,0.086774671,17.7981,16.82338,16.482,16.35237,16.3168,752,301,4,515,3.28E+18,-0.000385706,2909,54653,359,STAR
1.24E+18,220.6653995,0.072718572,18.30155,17.2236,17.17777,17.22236,17.28907,752,301,4,515,3.28E+18,-8.89E-05,2909,54653,357,STAR
1.24E+18,220.6892736,0.145260075,19.06736,17.57265,16.98141,16.74582,16.61205,752,301,4,515,3.30E+18,-0.000103719,2934,54626,358,STAR
1.24E+18,220.6275826,0.182991593,19.47313,18.04827,17.36922,17.07212,16.94415,752,301,4,515,3.30E+18,-0.000474543,2934,54626,355,STAR
1.24E+18,220.6934811,0.135519148,19.55463,18.39799,17.80267,17.4544,17.23906,752,301,4,515,3.46E+17,0.1023165,307,51663,591,GALAXY
1.24E+18,220.7436532,0.175433217,18.36639,18.34928,18.28797,17.49198,16.75785,752,301,4,516,3.30E+18,-7.47E-05,2934,54626,354,STAR
1.24E+18,220.7608428,0.051098605,18.0843,16.35699,15.58367,15.26735,15.08472,752,301,4,516,3.28E+18,1.80E-07,2909,54653,344,STAR
1.24E+18,220.7939528,0.017599288,17.4504,16.28452,15.77602,15.53987,15.42845,752,301,4,516,3.28E+18,-0.000430175,2909,54653,360,STAR
1.24E+18,220.8020855,0.080721876,18.71059,17.1352,16.48517,16.2039,16.05019,752,301,4,516,3.30E+18,0.000206835,2934,54626,359,STAR
1.24E+18,220.8456121,0.190188455,19.06015,16.87101,15.98732,15.66755,15.49683,752,301,4,516,3.30E+18,-6.55E-05,2934,54626,395,STAR
1.24E+18,220.8626602,0.173326283,17.14651,16.00499,15.67176,15.52187,15.46561,752,301,4,516,3.30E+18,0.000912195,2934,54626,400,STAR
1.24E+18,220.8728099,0.203893409,17.64732,16.38458,15.81782,15.50293,15.2708,752,301,4,516,3.46E+17,0.02842417,307,51663,621,GALAXY
1.24E+18,220.8922134,0.21109136,18.42397,18.77655,19.26645,19.60392,20.14932,752,301,4,517,4.53E+18,-0.000141901,4022,55352,686,STAR
1.24E+18,220.9400194,0.124444837,18.91331,17.88052,17.42601,17.22159,17.11102,752,301,4,517,3.28E+18,0.000229825,2909,54653,396,STAR
1.24E+18,220.9432419,0.207403661,18.47112,17.41714,17.03688,16.82427,16.66887,752,301,4,517,3.47E+17,0.0284143,308,51662,383,GALAXY
1.24E+18,220.9843896,0.055572041,17.51097,16.56714,16.41942,16.40256,16.43812,752,301,4,517,3.28E+18,-0.000203801,2909,54653,392,STAR
1.24E+18,221.0057109,0.109521248,16.76971,15.76044,15.59329,15.55638,15.58101,752,301,4,517,3.28E+18,0.000361524,2909,54653,397,STAR
